27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.048,100,28.187,100
27.908,100,26.047,100,28.187,100
27.908,100,26.046,100,28.187,100
27.907,100,26.039,100,28.187,100
27.904,99.998,26.013,99.998,28.185,99.998
27.901,99.996,25.987,99.997,28.183,99.997
27.899,99.995,25.962,99.995,28.181,99.995
27.896,99.993,25.937,99.994,28.179,99.994
27.893,99.992,25.912,99.992,28.177,99.992
27.89,99.99,25.887,99.991,28.175,99.991
27.887,99.989,25.863,99.989,28.174,99.99
27.885,99.987,25.839,99.988,28.172,99.988
27.882,99.986,25.816,99.986,28.17,99.987
27.879,99.984,25.793,99.985,28.168,99.985
27.876,99.983,25.77,99.983,28.167,99.984
27.873,99.981,25.747,99.982,28.165,99.983
27.871,99.98,25.725,99.98,28.163,99.981
27.868,99.978,25.703,99.979,28.161,99.98
27.865,99.977,25.681,99.978,28.16,99.978
27.863,99.975,25.66,99.976,28.158,99.977
27.86,99.974,25.639,99.975,28.156,99.975
27.857,99.972,25.618,99.973,28.155,99.974
27.855,99.97,25.597,99.972,28.153,99.973
27.852,99.969,25.577,99.97,28.151,99.971
27.849,99.967,25.557,99.969,28.15,99.97
27.847,99.966,25.537,99.967,28.148,99.968
27.844,99.964,25.517,99.966,28.146,99.967
27.841,99.963,25.498,99.964,28.145,99.965
27.839,99.961,25.479,99.963,28.143,99.964
27.836,99.96,25.46,99.961,28.142,99.963
27.834,99.958,25.442,99.96,28.14,99.961
27.831,99.957,25.424,99.958,28.138,99.96
27.828,99.955,25.405,99.957,28.137,99.958
27.826,99.954,25.388,99.956,28.135,99.957
27.823,99.952,25.37,99.954,28.134,99.956
27.821,99.951,25.353,99.953,28.132,99.954
27.818,99.949,25.336,99.951,28.131,99.953
27.816,99.948,25.319,99.95,28.129,99.951
27.813,99.946,25.302,99.948,28.128,99.95
27.811,99.945,25.285,99.947,28.126,99.948
27.808,99.943,25.269,99.945,28.125,99.947
27.806,99.941,25.253,99.944,28.123,99.946
27.803,99.94,25.237,99.942,28.122,99.944
27.801,99.938,25.222,99.941,28.121,99.943
27.798,99.937,25.206,99.939,28.119,99.941
27.796,99.935,25.191,99.938,28.118,99.94
27.793,99.934,25.176,99.936,28.116,99.939
27.791,99.932,25.161,99.935,28.115,99.937
27.788,99.931,25.146,99.934,28.113,99.936
27.786,99.929,25.132,99.932,28.112,99.934
27.784,99.928,25.118,99.931,28.111,99.933
27.781,99.926,25.104,99.929,28.109,99.931
27.779,99.925,25.09,99.928,28.108,99.93
27.776,99.923,25.076,99.926,28.107,99.929
27.774,99.922,25.062,99.925,28.105,99.927
27.772,99.92,25.049,99.923,28.104,99.926
27.769,99.919,25.036,99.922,28.103,99.924
27.767,99.917,25.023,99.92,28.101,99.923
27.764,99.915,25.01,99.919,28.1,99.922
27.762,99.914,24.997,99.917,28.099,99.92
27.76,99.912,24.985,99.916,28.097,99.919
27.757,99.911,24.972,99.914,28.096,99.917
27.755,99.909,24.96,99.913,28.095,99.916
27.753,99.908,24.948,99.912,28.094,99.914
27.75,99.906,24.936,99.91,28.092,99.913
27.748,99.905,24.925,99.909,28.091,99.912
27.746,99.903,24.913,99.907,28.09,99.91
27.744,99.902,24.902,99.906,28.089,99.909
27.741,99.9,24.89,99.904,28.087,99.907
27.739,99.899,24.879,99.903,28.086,99.906
27.737,99.897,24.868,99.901,28.085,99.904
27.734,99.896,24.857,99.9,28.084,99.903
27.732,99.894,24.847,99.898,28.082,99.902
27.73,99.893,24.836,99.897,28.081,99.9
27.728,99.891,24.826,99.895,28.08,99.899
27.725,99.89,24.815,99.894,28.079,99.897
27.723,99.888,24.805,99.892,28.078,99.896
27.721,99.886,24.795,99.891,28.077,99.895
27.719,99.885,24.785,99.89,28.075,99.893
27.716,99.883,24.775,99.888,28.074,99.892
27.714,99.882,24.766,99.887,28.073,99.89
27.712,99.88,24.756,99.885,28.072,99.889
27.71,99.879,24.747,99.884,28.071,99.887
27.708,99.877,24.738,99.882,28.07,99.886
27.705,99.876,24.728,99.881,28.069,99.885
27.703,99.874,24.719,99.879,28.067,99.883
27.701,99.873,24.711,99.878,28.066,99.882
27.699,99.871,24.702,99.876,28.065,99.88
27.697,99.87,24.693,99.875,28.064,99.879
27.695,99.868,24.684,99.873,28.063,99.878
27.692,99.867,24.676,99.872,28.062,99.876
27.69,99.865,24.668,99.87,28.061,99.875
27.688,99.864,24.659,99.869,28.06,99.873
27.686,99.862,24.651,99.868,28.059,99.872
27.684,99.86,24.643,99.866,28.058,99.87
27.682,99.859,24.635,99.865,28.057,99.869
27.68,99.857,24.627,99.863,28.056,99.868
27.678,99.856,24.62,99.862,28.054,99.866
27.675,99.854,24.612,99.86,28.053,99.865
27.673,99.853,24.604,99.859,28.052,99.863
