13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.994,100,14.064,100
13.896,100,12.993,100,14.064,100
13.895,99.999,12.989,100,14.063,100
13.893,99.997,12.972,99.998,14.062,99.998
13.891,99.995,12.955,99.996,14.061,99.996
13.889,99.993,12.938,99.994,14.06,99.994
13.887,99.991,12.921,99.992,14.058,99.992
13.885,99.989,12.905,99.99,14.057,99.99
13.883,99.987,12.889,99.988,14.056,99.988
13.881,99.985,12.873,99.986,14.055,99.986
13.879,99.983,12.858,99.984,14.053,99.984
13.877,99.981,12.843,99.982,14.052,99.982
13.875,99.979,12.828,99.98,14.051,99.981
13.873,99.977,12.813,99.978,14.05,99.979
13.871,99.975,12.799,99.976,14.049,99.977
13.869,99.973,12.785,99.974,14.047,99.975
13.867,99.971,12.771,99.972,14.046,99.973
13.865,99.969,12.757,99.97,14.045,99.971
13.863,99.967,12.743,99.968,14.044,99.969
13.861,99.965,12.73,99.966,14.043,99.967
13.859,99.963,12.717,99.964,14.042,99.965
13.858,99.961,12.704,99.962,14.041,99.964
13.856,99.959,12.691,99.96,14.04,99.962
13.854,99.957,12.679,99.958,14.038,99.96
13.852,99.955,12.667,99.956,14.037,99.958
13.85,99.953,12.655,99.954,14.036,99.956
13.848,99.95,12.643,99.952,14.035,99.954
13.846,99.948,12.631,99.951,14.034,99.952
13.844,99.946,12.62,99.949,14.033,99.95
13.843,99.944,12.609,99.947,14.032,99.948
13.841,99.942,12.598,99.945,14.031,99.946
13.839,99.94,12.587,99.943,14.03,99.945
13.837,99.938,12.576,99.941,14.029,99.943
13.835,99.936,12.566,99.939,14.028,99.941
13.833,99.934,12.555,99.937,14.027,99.939
13.832,99.932,12.545,99.935,14.026,99.937
13.83,99.93,12.535,99.933,14.025,99.935
13.828,99.928,12.525,99.931,14.024,99.933
13.826,99.926,12.515,99.929,14.023,99.931
13.824,99.924,12.506,99.927,14.022,99.929
13.823,99.922,12.497,99.925,14.021,99.927
13.821,99.92,12.487,99.923,14.02,99.926
13.819,99.918,12.478,99.921,14.019,99.924
13.817,99.916,12.469,99.919,14.018,99.922
13.816,99.914,12.461,99.917,14.017,99.92
13.814,99.912,12.452,99.915,14.016,99.918
13.812,99.91,12.444,99.913,14.015,99.916
13.81,99.908,12.435,99.911,14.014,99.914
13.809,99.906,12.427,99.909,14.013,99.912
13.807,99.904,12.419,99.907,14.012,99.91
13.805,99.902,12.411,99.905,14.011,99.909
13.803,99.899,12.403,99.903,14.01,99.907
13.802,99.897,12.395,99.902,14.009,99.905
13.8,99.895,12.388,99.9,14.008,99.903
13.798,99.893,12.38,99.898,14.007,99.901
13.797,99.891,12.373,99.896,14.006,99.899
13.795,99.889,12.366,99.894,14.006,99.897
13.793,99.887,12.359,99.892,14.005,99.895
13.792,99.885,12.352,99.89,14.004,99.893
13.79,99.883,12.345,99.888,14.003,99.891
13.788,99.881,12.338,99.886,14.002,99.89
